session,date,month,day,year,title,keywords,kw_1,kw_2,kw_3,kw_4,kw_5,kw_6,kw_7,kw_8,kw_9,kw_10
119.0,"July 29, 2025",7.0,29,2025,PERSPECTIVES ON REAUTHORIZATION OF THE  U.S. GRAIN STANDARDS ACT,agriculture nutrition; forests act; farm bureau; nutrition forestry; USDA; 2025 statements; grain; tribal consultation; american farmers; advance appropriations,agriculture nutrition,forests act,farm bureau,nutrition forestry,USDA,2025 statements,grain,tribal consultation,american farmers,advance appropriations
118.0,"December 31, 2022",,31,2022,AND CONSUMER PROTECTION IN THE WAKE OF RECENT BANK FAILURES,banks; government accountability; regulatory; filed; executive branch; treasury department; additional funding; bureau; oversight; hrsa,banks,government accountability,regulatory,filed,executive branch,treasury department,additional funding,bureau,oversight,hrsa
118.0,"March 12, 2023",3.0,12,2023,STRENGTHENING ACCOUNTABILITY AT THE,banks; president's budget; government accountability; treasury department; additional funding; income housing; filed; Tax Cuts; fed; executive branch,banks,president's budget,government accountability,treasury department,additional funding,income housing,filed,Tax Cuts,fed,executive branch
118.0,"May 4, 2023",5.0,4,2023,HOLDING EXECUTIVES ACCOUNTABLE FOR RECENT BANK FAILURES,government accountability; banks; treasury department; executive branch; Tax Cuts; audits; bankruptcy; bureau; address issues; cramer,government accountability,banks,treasury department,executive branch,Tax Cuts,audits,bankruptcy,bureau,address issues,cramer
118.0,"December 14, 
1989",,14,1989,RURAL HOUSING LEGISLATION,income housing; district court; rural america; valley bank; reauthorization; additional funding; tax policy; 2020; legislative; settlement act,income housing,district court,rural america,valley bank,reauthorization,additional funding,tax policy,2020,legislative,settlement act
118.0,"May 1, 2023",5.0,1,2023,REAUTHORIZATION OF THE NATIONAL FLOOD,reauthorization; treasury department; flooding; crop insurance; additional funding; settlement act; filed; public policy; medicaid; virginia,reauthorization,treasury department,flooding,crop insurance,additional funding,settlement act,filed,public policy,medicaid,virginia
118.0,"April 27, 2023",4.0,27,2023,OVERSIGHT OF THE CREDIT REPORTING,banks; president's budget; filed; bureau; treasury department; tax credit; credit union; 2023 __________; government accountability; hrsa,banks,president's budget,filed,bureau,treasury department,tax credit,credit union,2023 __________,government accountability,hrsa
118.0,"April 26, 2023",4.0,26,2023,BUILDING CONSENSUS TO ADDRESS HOUSING CHALLENGES,income housing; district court; additional funding; valley bank; biden administration; filed; Tax Cuts; legislative; reauthorization; whitehouse thank,income housing,district court,additional funding,valley bank,biden administration,filed,Tax Cuts,legislative,reauthorization,whitehouse thank
118.0,"July 19, 2022",7.0,19,2022,RECENT BANK FAILURES AND THE FEDERAL REGULATORY RESPONSE,banks; settlement act; filed; president's budget; regulatory; government accountability; bureau; treasury department; income housing; executive branch,banks,settlement act,filed,president's budget,regulatory,government accountability,bureau,treasury department,income housing,executive branch
118.0,"March 16, 2023",3.0,16,2023,"LOCAL VIEWS ON PUBLIC TRANSPORTATION, TRANSIT INFRASTRUCTURE AND OPERATIONS, AND FEDERAL TRANSIT PROGRAMS",department transportation; valley bank; settlement act; whitehouse thank; hrsa; legislative; income housing; district columbia; filed; additional funding,department transportation,valley bank,settlement act,whitehouse thank,hrsa,legislative,income housing,district columbia,filed,additional funding
118.0,"March 8, 2023",3.0,8,2023,THE FEDERAL STRATEGIC PLAN TO PREVENT AND END HOMELESSNESS,homelessness; president's budget; settlement act; Health Plans; valley bank; public policy; hrg 118; proposal; filed; assistance program,homelessness,president's budget,settlement act,Health Plans,valley bank,public policy,hrg 118,proposal,filed,assistance program
118.0,"January 19, 2023",1.0,19,2023,THE FEDERAL DEBT LIMIT AND ITS ECONOMIC  AND FINANCIAL CONSEQUENCES,debt; president's budget; valley bank; treasury department; tax policy; fy 2024; filed; income housing; additional funding; fiscal,debt,president's budget,valley bank,treasury department,tax policy,fy 2024,filed,income housing,additional funding,fiscal
118.0,"March 3, 2023",3.0,3,2023,THE SEMIANNUAL MONETARY POLICY REPORT TO THE CONGRESS,banking; state department; president's budget; tax policy; hrg 118; filed; quarterly; income housing; usda; settlement act,banking,state department,president's budget,tax policy,hrg 118,filed,quarterly,income housing,usda,settlement act
118.0,"February 28, 2023",2.0,28,2023,"ADVANCING NATIONAL SECURITY AND FOREIGN POLICY THROUGH SANCTIONS,  EXPORT CONTROLS, AND OTHER ECONOMIC TOOLS",security interests; hrg 118; state department; president's budget; biden administration; tax policy; trade commission; valley bank; foreign assistance; executive branch,security interests,hrg 118,state department,president's budget,biden administration,tax policy,trade commission,valley bank,foreign assistance,executive branch
118.0,"February 14, 2023",2.0,14,2023,BEFORE THE,banks; security interests; settlement act; filed; regulations; additional funding; ssa; accountability office; private equity; crypto,banks,security interests,settlement act,filed,regulations,additional funding,ssa,accountability office,private equity,crypto
118.0,"February 9, 2023",2.0,9,2023,THE STATE OF HOUSING 2023,income housing; state department; valley bank; 2023 __________; whitehouse thank; filed; settlement act; additional funding; voter; resident,income housing,state department,valley bank,2023 __________,whitehouse thank,filed,settlement act,additional funding,voter,resident
118.0,"December 18, 2024",,18,2024,THE CLIMATE-DRIVEN INSURANCE CRISIS,president's budget; climate change; insurance companies; forward hearing; department energy; partisan; Tax Cuts; 2023 __________; affordability; idaho,president's budget,climate change,insurance companies,forward hearing,department energy,partisan,Tax Cuts,2023 __________,affordability,idaho
118.0,"September 25, 2024",9.0,25,2024,RISKS FROM HOUSING UNAFFORDABILITY,president's budget; settlement act; affordability; 2025; idaho; tax code; arrangements; appropriations; unfunded; sheldon whitehouse,president's budget,settlement act,affordability,2025,idaho,tax code,arrangements,appropriations,unfunded,sheldon whitehouse
118.0,"September 11, 2024",9.0,11,2024,BENEFITS AND PROTECTING RETIREMENT SECURITY,president's budget; social security; forward hearing; Veterans Affairs; executive branch; department treasury; hrsa; fy 2024; energy security; Health Plans,president's budget,social security,forward hearing,Veterans Affairs,executive branch,department treasury,hrsa,fy 2024,energy security,Health Plans
118.0,"July 31, 2024",7.0,31,2024,ELECTRIC VEHICLES,president's budget; forward hearing; legislative; 2025; department energy; Tax Cuts; executive order; durbin thank; additional funding; rand,president's budget,forward hearing,legislative,2025,department energy,Tax Cuts,executive order,durbin thank,additional funding,rand
118.0,"July 9, 2024",7.0,9,2024,EXAMINING CBO'S UPDATED 2024-2034 BUDGET  AND ECONOMIC OUTLOOK,president's budget; 2025; clerk; legislative; additional funding; fiscal; cbo; budget request; forward hearing; department energy,president's budget,2025,clerk,legislative,additional funding,fiscal,cbo,budget request,forward hearing,department energy
118.0,"June 12, 2024",6.0,12,2024,MAKING WALL STREET PAY,president's budget; valley bank; Tax Cuts; treasury department; sheldon whitehouse; appropriations; fy 2024; fiscal; executive branch; reservation,president's budget,valley bank,Tax Cuts,treasury department,sheldon whitehouse,appropriations,fy 2024,fiscal,executive branch,reservation
118.0,"June 5, 2024",6.0,5,2024,CHALLENGING INSURANCE MARKETS,president's budget; insurance companies; partisan; tax policy; department energy; affordability; washington; mitigation; forward hearing; EPA,president's budget,insurance companies,partisan,tax policy,department energy,affordability,washington,mitigation,forward hearing,EPA
118.0,"May 22, 2024",5.0,22,2024,WATER SCARCITY IN A CHANGING CLIMATE,drought; president's budget; EPA; idaho; fy 2024; climate change; water resources; additional funding; legislative; Tax Cuts,drought,president's budget,EPA,idaho,fy 2024,climate change,water resources,additional funding,legislative,Tax Cuts
118.0,"May 15, 2024",5.0,15,2024,CLIMATE CHANGE AND THE COSTS TO NATIONAL SECURITY,president's budget; storm; department energy; legislative; additional funding; climate change; budget request; durbin thank; secretary defense; fy 2024,president's budget,storm,department energy,legislative,additional funding,climate change,budget request,durbin thank,secretary defense,fy 2024
118.0,"May 8, 2024",5.0,8,2024,ALLEVIATING ADMINISTRATIVE BURDENS IN HEALTH CARE,president's budget; Health Plans; state department; Tax Cuts; care costs; burdens; executive order; additional funding; budget request; fiscal,president's budget,Health Plans,state department,Tax Cuts,care costs,burdens,executive order,additional funding,budget request,fiscal
118.0,"May 1, 2024",5.0,1,2024,BIG OIL'S EVOLVING EFFORTS TO AVOID ACCOUNTABILITY FOR CLIMATE CHANGE,president's budget; climate change; EPA; partisan; government accountability; Tax Cuts; additional funding; department energy; 2023 __________; regulated,president's budget,climate change,EPA,partisan,government accountability,Tax Cuts,additional funding,department energy,2023 __________,regulated
118.0,"April 10, 2024",4.0,10,2024,OFFSHORE TAX EVASION BY THE WEALTHY AND CORPORATIONS,president's budget; irs; Tax Cuts; district columbia; fiscal; department energy; executive branch; valley bank; www govinfo; tax policy,president's budget,irs,Tax Cuts,district columbia,fiscal,department energy,executive branch,valley bank,www govinfo,tax policy
118.0,"March 20, 2024",3.0,20,2024,CLIMATE COSTS,president's budget; idaho; climate change; department energy; legislative; budget request; appropriations; water resources; camp; Tax Cuts,president's budget,idaho,climate change,department energy,legislative,budget request,appropriations,water resources,camp,Tax Cuts
118.0,"March 12, 2024",3.0,12,2024,THE PRESIDENT'S FISCAL YEAR 2025  BUDGET PROPOSAL,president's budget; fy 2024; legislative; fiscal year; budget request; treasury department; deficits; sheldon whitehouse; pursuant notice; appropriations,president's budget,fy 2024,legislative,fiscal year,budget request,treasury department,deficits,sheldon whitehouse,pursuant notice,appropriations
118.0,"March 6, 2024",3.0,6,2024,HOW PRIMARY CARE IMPROVES HEALTH CARE EFFICIENCY,president's budget; Health Plans; important hearing; Veterans Affairs; efficiency; primary care; Tax Cuts; department energy; executive order; fiscal,president's budget,Health Plans,important hearing,Veterans Affairs,efficiency,primary care,Tax Cuts,department energy,executive order,fiscal
118.0,"February 28, 2024",2.0,28,2024,HARMS OF RESTRICTING REPRODUCTIVE,president's budget; amendments; fy 2024; bureau; partisan; restrictions; taxpayer; adjourned; executive order; __________ printed,president's budget,amendments,fy 2024,bureau,partisan,restrictions,taxpayer,adjourned,executive order,__________ printed
118.0,"January 31, 2024",1.0,31,2024,HOUSING AFFORDABILITY,president's budget; income housing; forward hearing; affordability; legislative; additional funding; whitehouse thank; Tax Cuts; treasury department; fiscal,president's budget,income housing,forward hearing,affordability,legislative,additional funding,whitehouse thank,Tax Cuts,treasury department,fiscal
118.0,"January 24, 2024",1.0,24,2024,CLIMATE CRISIS THREATENS OCEAN INDUSTRIES,president's budget; climate change; EPA; idaho; cfpb; department energy; legislative; 2023 __________; water resources; Tax Cuts,president's budget,climate change,EPA,idaho,cfpb,department energy,legislative,2023 __________,water resources,Tax Cuts
118.0,"January 17, 2024",1.0,17,2024,CORPORATE LOOPHOLES THAT REWARD OFFSHORING JOBS AND PROFITS,irs; president's budget; Tax Cuts; adjourned; clerk; executive branch; leverage; www govinfo; additional funding; durbin thank,irs,president's budget,Tax Cuts,adjourned,clerk,executive branch,leverage,www govinfo,additional funding,durbin thank
118.0,"January 10, 2024",1.0,10,2024,SAFEGUARDING MUNICIPAL BONDS FROM CLIMATE RISK,president's budget; treasury department; appropriations; renewable; 2023 __________; crop insurance; Tax Cuts; advisory; savings; leverage,president's budget,treasury department,appropriations,renewable,2023 __________,crop insurance,Tax Cuts,advisory,savings,leverage
118.0,"November 8, 2023",11.0,8,2023,CRACKING DOWN ON WEALTHY TAX,president's budget; irs; fiscal; Tax Cuts; government accountability; appropriations; taxpayer; forward hearing; executive branch; tax policy,president's budget,irs,fiscal,Tax Cuts,government accountability,appropriations,taxpayer,forward hearing,executive branch,tax policy
118.0,"October 25, 2023",10.0,25,2023,CHANGE THREATENS SUPPLY CHAINS,president's budget; climate change; supply chains; department energy; partisan; regulated; forward hearing; additional funding; Tax Cuts; washington,president's budget,climate change,supply chains,department energy,partisan,regulated,forward hearing,additional funding,Tax Cuts,washington
118.0,"October 18, 2023",10.0,18,2023,HEALTH CARE EFFICIENCY,president's budget; Health Plans; forward hearing; improvements; Veterans Affairs; care costs; Tax Cuts; affordability; department energy; additional funding,president's budget,Health Plans,forward hearing,improvements,Veterans Affairs,care costs,Tax Cuts,affordability,department energy,additional funding
118.0,"September 27, 2023",9.0,27,2023,MAKING THE WEALTHY PAY THEIR FAIR SHARE,medicare; president's budget; forward hearing; taxpayer; fiscal; executive order; seniors; hrsa; department energy; medicare advantage,medicare,president's budget,forward hearing,taxpayer,fiscal,executive order,seniors,hrsa,department energy,medicare advantage
118.0,"September 20, 2023",9.0,20,2023,HOW PUBLIC INVESTMENT PROMOTES PROSPERITY FOR ALL,president's budget; Tax Cuts; appropriations; fiscal; forward hearing; affordability; executive branch; district columbia; additional funding; public policy,president's budget,Tax Cuts,appropriations,fiscal,forward hearing,affordability,executive branch,district columbia,additional funding,public policy
118.0,"September 13, 2023",9.0,13,2023,HOW IMMIGRATION FUELS ECONOMIC GROWTH AND OUR COMPETITIVE ADVANTAGE,president's budget; immigration; Tax Cuts; fy 2024; appropriations; executive branch; fiscal; idaho; candidates; whitehouse thank,president's budget,immigration,Tax Cuts,fy 2024,appropriations,executive branch,fiscal,idaho,candidates,whitehouse thank
118.0,"July 26, 2023",7.0,26,2023,THE FISCAL CONSEQUENCES OF CLIMATE CHANGE INFRASTRUCTURE,president's budget; climate change; legislative; Tax Cuts; department energy; 2023 __________; fiscal; additional funding; idaho; forward hearing,president's budget,climate change,legislative,Tax Cuts,department energy,2023 __________,fiscal,additional funding,idaho,forward hearing
118.0,"July 12, 2023",7.0,12,2023,MAKING THE WEALTHY PAY THEIR FAIR SHARE,president's budget; social security; forward hearing; Tax Cuts; treasury department; executive order; appropriations; security council; fy 2024; Health Plans,president's budget,social security,forward hearing,Tax Cuts,treasury department,executive order,appropriations,security council,fy 2024,Health Plans
118.0,"June 21, 2023",6.0,21,2023,FUEL DARK MONEY'S SYSTEMIC THREATS TO CLIMATE AND THE FEDERAL BUDGET,president's budget; department energy; climate change; partisan; regulated; 2023 __________; appropriations; fossil fuel; Tax Cuts; south dakota,president's budget,department energy,climate change,partisan,regulated,2023 __________,appropriations,fossil fuel,Tax Cuts,south dakota
118.0,"June 7, 2023",6.0,7,2023,COMMITTEE ON THE BUDGET UNITED STATES SENATE,president's budget; USDA; appropriations; executive branch; idaho; Tax Cuts; reservations; 2020; affordability; tenure,president's budget,USDA,appropriations,executive branch,idaho,Tax Cuts,reservations,2020,affordability,tenure
118.0,"May 17, 2023",5.0,17,2023,HOW TAX CUTS FOR THE WEALTHY AND CORPORATIONS DRIVE THE NATIONAL DEBT,president's budget; Tax Cuts; deficits; fiscal; 2023 __________; treasury department; additional funding; executive branch; appropriations; debt,president's budget,Tax Cuts,deficits,fiscal,2023 __________,treasury department,additional funding,executive branch,appropriations,debt
118.0,"May 10, 2023",5.0,10,2023,AND EXPERIENCE ON THE NATIONAL COSTS OF CLIMATE CHANGE,president's budget; climate change; partisan; department energy; additional funding; forward hearing; Tax Cuts; washington; 2023 __________; affordability,president's budget,climate change,partisan,department energy,additional funding,forward hearing,Tax Cuts,washington,2023 __________,affordability
118.0,"May 4, 2023",5.0,4,2023,"BRINKMANSHIP, AND BILLIONAIRE BACKROOM DEALS",president's budget; legislative; treasury department; executive order; appropriations; 2023 __________; Tax Cuts; whitehouse thank; fiscal; budget request,president's budget,legislative,treasury department,executive order,appropriations,2023 __________,Tax Cuts,whitehouse thank,fiscal,budget request
118.0,"May 3, 2023",5.0,3,2023,THE REAL COST OF FOSSIL FUELS,president's budget; fossil fuel; department energy; taxpayer; 2023 __________; EPA; important hearing; partisan; budget request; Tax Cuts,president's budget,fossil fuel,department energy,taxpayer,2023 __________,EPA,important hearing,partisan,budget request,Tax Cuts
118.0,"April 26, 2023",4.0,26,2023,COMMITTEE ON THE BUDGET UNITED STATES SENATE,president's budget; climate change; forward hearing; idaho; Health Plans; department energy; 2023 __________; legislative; 19 pandemic; Tax Cuts,president's budget,climate change,forward hearing,idaho,Health Plans,department energy,2023 __________,legislative,19 pandemic,Tax Cuts
118.0,"April 18, 2023",4.0,18,2023,BY THE WEALTHY AND BIG CORPORATIONS,president's budget; irs; elections; Tax Cuts; leverage; appropriations; deficits; govinfo gov; taxpayer; fiscal,president's budget,irs,elections,Tax Cuts,leverage,appropriations,deficits,govinfo gov,taxpayer,fiscal
118.0,"March 29, 2023",3.0,29,2023,COMMITTEE ON THE BUDGET UNITED STATES SENATE,president's budget; EPA; 2023 __________; Tax Cuts; shortages; department energy; leverage; durbin thank; Natural Gas; partisan,president's budget,EPA,2023 __________,Tax Cuts,shortages,department energy,leverage,durbin thank,Natural Gas,partisan
118.0,"March 22, 2023",3.0,22,2023,CHANGING INSURANCE MARKETS,president's budget; climate change; insurance companies; partisan; Tax Cuts; department energy; public policy; EPA; washington; 2023 __________,president's budget,climate change,insurance companies,partisan,Tax Cuts,department energy,public policy,EPA,washington,2023 __________
118.0,"March 15, 2023",3.0,15,2023,THE PRESIDENT'S FISCAL YEAR 2024  BUDGET PROPOSAL,president's budget; 2023 __________; forward hearing; fiscal year; budget request; legislative; treasury department; Tax Cuts; whitehouse thank; appropriations,president's budget,2023 __________,forward hearing,fiscal year,budget request,legislative,treasury department,Tax Cuts,whitehouse thank,appropriations
118.0,"March 15, 2023",3.0,15,2023,THE PRESIDENT'S FISCAL YEAR 2024  BUDGET PROPOSAL,president's budget; hrg 118; year 2022; fiscal year; www govinfo; department treasury; important hearing; pursuant notice; __________ printed; cited,president's budget,hrg 118,year 2022,fiscal year,www govinfo,department treasury,important hearing,pursuant notice,__________ printed,cited
118.0,"March 8, 2023",3.0,8,2023,OF WILDFIRES,president's budget; wildfires; Tax Cuts; department energy; partisan; regulated; appropriations; executive branch; forward hearing; fy 2024,president's budget,wildfires,Tax Cuts,department energy,partisan,regulated,appropriations,executive branch,forward hearing,fy 2024
118.0,"March 1, 2023",3.0,1,2023,CLIMATE CHANGE AND THE ECONOMIC RISKS TO COASTAL COMMUNITIES,president's budget; climate change; idaho; cfpb; 2023 __________; Tax Cuts; durbin thank; coastal; additional funding; EPA,president's budget,climate change,idaho,cfpb,2023 __________,Tax Cuts,durbin thank,coastal,additional funding,EPA
118.0,"February 15, 2023",2.0,15,2023,CLIMATE-RELATED ECONOMIC RISKS AND THEIR COSTS TO THE FEDERAL BUDGET AND GLOBAL ECONOMY,president's budget; climate change; department energy; budget request; tariffs; 2023 __________; appropriations; deficits; crop insurance; fiscal,president's budget,climate change,department energy,budget request,tariffs,2023 __________,appropriations,deficits,crop insurance,fiscal
118.0,"February 15, 2023",2.0,15,2023,CLIMATE-RELATED ECONOMIC RISKS AND THEIR COSTS TO THE FEDERAL BUDGET AND GLOBAL ECONOMY,president's budget; hrg 118; climate change; EPA; usda; important hearing; printed; 2023 __________; 19 pandemic; govinfo gov,president's budget,hrg 118,climate change,EPA,usda,important hearing,printed,2023 __________,19 pandemic,govinfo gov
118.0,"March 20, 2024",3.0,20,2024,PROMOTING A SAFE ENVIRONMENT  IN U.S. ATHLETICS,amtrak; consumer protection; partisan; EPA; state department; public safety; department transportation; sit; trade commission; hrg 118,amtrak,consumer protection,partisan,EPA,state department,public safety,department transportation,sit,trade commission,hrg 118
118.0,"March 6, 2024",3.0,6,2024,NATIONAL TRANSPORTATION SAFETY BOARD  INVESTIGATIONS REPORT,department transportation; ted cruz; idaho; amtrak; mitigation; tariffs; pursuant notice; legislative; hrg 118; sit,department transportation,ted cruz,idaho,amtrak,mitigation,tariffs,pursuant notice,legislative,hrg 118,sit
118.0,"March 1, 2024",3.0,1,2024,IMPORTANCE OF GREAT LAKES ICEBREAKING  TO THE REGIONAL ECONOMY,lakes; tariffs; south dakota; amtrak; reservations; climate change; EPA; fisheries; governor; cited,lakes,tariffs,south dakota,amtrak,reservations,climate change,EPA,fisheries,governor,cited
118.0,"February 28, 2024",2.0,28,2024,NOMINATIONS TO THE  FEDERAL MARITIME COMMISSION,nomination; amtrak; trade commission; reservations; ship; forward hearing; district columbia; cfpb; durbin thank; hrg 118,nomination,amtrak,trade commission,reservations,ship,forward hearing,district columbia,cfpb,durbin thank,hrg 118
118.0,"December 13, 2023",,13,2023,GOVERNMENT PROMOTION OF SAFETY AND INNOVATION IN THE NEW SPACE ECONOMY,department transportation; tariffs; reservations; executive branch; nasa; regulatory; iowa; durbin thank; reactors; trade commission,department transportation,tariffs,reservations,executive branch,nasa,regulatory,iowa,durbin thank,reactors,trade commission
118.0,"November 9, 2023",11.0,9,2023,ADDRESSING CLOSE CALLS TO IMPROVE AVIATION SAFETY,department transportation; aviation safety; conducted; executive branch; important hearing; hrg 118; reservations; regulatory; faa; south dakota,department transportation,aviation safety,conducted,executive branch,important hearing,hrg 118,reservations,regulatory,faa,south dakota
118.0,"November 7, 2023",11.0,7,2023,SUSTAINABLE TOURISM  FOR A THRIVING ECONOMY,amtrak; sustainability; tariffs; reservations; executive branch; south dakota; durbin thank; 2020; valley bank; navajo nation,amtrak,sustainability,tariffs,reservations,executive branch,south dakota,durbin thank,2020,valley bank,navajo nation
118.0,na,,na,na,NOMINATION TO THE METROPOLITAN WASHINGTON AIRPORTS AUTHORITY AND THE  NATIONAL TRANSPORTATION SAFETY BOARD,nomination; department transportation; washington; faa; 2025; thank chair; forward hearing; government accountability; airports; nasa,nomination,department transportation,washington,faa,2025,thank chair,forward hearing,government accountability,airports,nasa
118.0,"October 24, 2023",10.0,24,2023,PROTECTING AMERICANS FROM ROBOCALLS,department transportation; ted cruz; robocalls; mississippi; tariffs; forward hearing; legislative; 2023 https; reservations; appear today,department transportation,ted cruz,robocalls,mississippi,tariffs,forward hearing,legislative,2023 https,reservations,appear today
118.0,"October 18, 2023",10.0,18,2023,"PROMOTING SAFETY, INNOVATION, AND COMPETITIVENESS IN U.S. COMMERCIAL HUMAN SPACE ACTIVITIES",department transportation; hrg 118; reservations; executive branch; tariffs; south dakota; conducted; nasa; jobs act; regulatory,department transportation,hrg 118,reservations,executive branch,tariffs,south dakota,conducted,nasa,jobs act,regulatory
118.0,"October 4, 2023",10.0,4,2023,"NOMINATION OF MICHAEL G. WHITAKER, NOMINEE TO BE ADMINISTRATOR, FEDERAL AVIATION ADMINISTRATION",nomination; department transportation; whitaker; pilot program; executive branch; trade commission; faa; south dakota; reservations; pursuant notice,nomination,department transportation,whitaker,pilot program,executive branch,trade commission,faa,south dakota,reservations,pursuant notice
118.0,"October 4, 2023",10.0,4,2023,CHIPS AND SCIENCE IMPLEMENTATION  AND OVERSIGHT,department transportation; 21st; partisan; mississippi; regulatory; tariffs; reservations; printed; assessments; task force,department transportation,21st,partisan,mississippi,regulatory,tariffs,reservations,printed,assessments,task force
118.0,"September 20, 2023",9.0,20,2023,NOMINATION TO THE FEDERAL TRADE COMMISSION AND THE CONSUMER PRODUCT SAFETY COMMISSION,trade commission; 21st; candidates; department transportation; session __________; www fcc; legislative; thank chair; clerk; reactors,trade commission,21st,candidates,department transportation,session __________,www fcc,legislative,thank chair,clerk,reactors
118.0,"September 12, 2023",9.0,12,2023,THE NEED FOR TRANSPARENCY  IN ARTIFICIAL INTELLIGENCE,department transportation; transparency; regulatory; intelligence community; tariffs; ted cruz; government accountability; south dakota; cramer; printed,department transportation,transparency,regulatory,intelligence community,tariffs,ted cruz,government accountability,south dakota,cramer,printed
118.0,"August 25, 2023",8.0,25,2023,"ECONOMIC IMPACTS OF THE U.S. SPORTS AND ENTERTAINMENT ECONOMY, LAS  VEGAS EDITION",tariffs; department transportation; reservations; impacts; deficits; nevada; 2020; hrg; appropriations; conference,tariffs,department transportation,reservations,impacts,deficits,nevada,2020,hrg,appropriations,conference
118.0,"July 20, 2023",7.0,20,2023,BUDGET OVERSIGHT OF THE NATIONAL OCEANIC  AND ATMOSPHERIC ADMINISTRATION,department transportation; president's budget; fisheries; south dakota; EPA; durbin thank; partisan; tariffs; pursuant notice; 2020,department transportation,president's budget,fisheries,south dakota,EPA,durbin thank,partisan,tariffs,pursuant notice,2020
118.0,"July 13, 2023",7.0,13,2023,BUDGET OVERSIGHT  OF THE UNITED STATES COAST GUARD,department transportation; president's budget; fisheries; tariffs; south dakota; national guard; legislative; EPA; hrg 118; pursuant notice,department transportation,president's budget,fisheries,tariffs,south dakota,national guard,legislative,EPA,hrg 118,pursuant notice
118.0,"June 22, 2023",6.0,22,2023,NOMINATION TO THE FEDERAL  COMMUNICATIONS COMMISSION,nomination; department transportation; hrg 118; forward hearing; trade commission; south dakota; reservations; durbin thank; fcc gov; 2026,nomination,department transportation,hrg 118,forward hearing,trade commission,south dakota,reservations,durbin thank,fcc gov,2026
118.0,"June 21, 2023",6.0,21,2023,NOMINATION TO THE NATIONAL TRANSPORTATION SAFETY BOARD AND THE AMTRAK BOARD OF DIRECTORS,amtrak; nomination; department transportation; hrg 118; south dakota; reservations; trade commission; pursuant notice; reactors; ted,amtrak,nomination,department transportation,hrg 118,south dakota,reservations,trade commission,pursuant notice,reactors,ted
118.0,"June 13, 2023",6.0,13,2023,OVERSIGHT AND IMPLEMENTATION OF TRAVEL  AND TOURISM LEGISLATION,amtrak; tariffs; pursuant notice; reservations; executive branch; south dakota; transport; 2020; conducted; trade commission,amtrak,tariffs,pursuant notice,reservations,executive branch,south dakota,transport,2020,conducted,trade commission
118.0,"June 8, 2023",6.0,8,2023,PROTECTING CONSUMERS FROM JUNK FEES,consumer protection; department transportation; tariffs; junk fees; EPA; legislative; fed; south dakota; trade commission; regulatory,consumer protection,department transportation,tariffs,junk fees,EPA,legislative,fed,south dakota,trade commission,regulatory
118.0,"May 16, 2023",5.0,16,2023,EXAMINING NASA'S FY24 BUDGET  AND PRIORITIES,president's budget; department transportation; fy 2024; mississippi; legislative; tariffs; nasa; reservations; fed; durbin thank,president's budget,department transportation,fy 2024,mississippi,legislative,tariffs,nasa,reservations,fed,durbin thank
118.0,"May 11, 2023",5.0,11,2023,THE STATE OF UNIVERSAL SERVICE,department transportation; mississippi; forward hearing; partisan; 2023 https; reservations; www fcc; durbin thank; tariffs; amtrak,department transportation,mississippi,forward hearing,partisan,2023 https,reservations,www fcc,durbin thank,tariffs,amtrak
118.0,"March 29, 2023",3.0,29,2023,ADVANCING NEXT GENERATION  AVIATION TECHNOLOGIES,department transportation; 2020; pilot program; executive branch; navajo nation; faa; south dakota; trade commission; proposals; cited,department transportation,2020,pilot program,executive branch,navajo nation,faa,south dakota,trade commission,proposals,cited
118.0,"March 23, 2023",3.0,23,2023,ENHANCING CONSUMER PROTECTIONS AND CONNECTIVITY IN AIR TRANSPORTATION,department transportation; regulatory; reservations; tariffs; iowa; amtrak; printed; forward hearing; trade commission; ted cruz,department transportation,regulatory,reservations,tariffs,iowa,amtrak,printed,forward hearing,trade commission,ted cruz
118.0,"March 22, 2023",3.0,22,2023,IMPROVING RAIL SAFETY IN RESPONSE  TO THE EAST PALESTINE DERAILMENT,railroad; reservations; department transportation; tariffs; idaho; forward hearing; amtrak; hrg 118; executive branch; rail,railroad,reservations,department transportation,tariffs,idaho,forward hearing,amtrak,hrg 118,executive branch,rail
118.0,"March 16, 2023",3.0,16,2023,STRENGTHENING THE AVIATION WORKFORCE,aviation; amtrak; executive branch; reservations; south dakota; conducted; payroll; department transportation; Tax Cuts; important hearing,aviation,amtrak,executive branch,reservations,south dakota,conducted,payroll,department transportation,Tax Cuts,important hearing
118.0,"March 8, 2023",3.0,8,2023,"IMPLEMENTATION AND OVERSIGHT OF THE AIRCRAFT CERTIFICATION, SAFETY, AND ACCOUNTABILITY ACT",department transportation; legislation; hrg 118; mississippi; trade commission; faa; president's budget; reservations; durbin thank; 21st,department transportation,legislation,hrg 118,mississippi,trade commission,faa,president's budget,reservations,durbin thank,21st
118.0,"March 1, 2023",3.0,1,2023,"NOMINATION OF PHILLIP A. WASHINGTON, NOMINEE TO BE ADMINISTRATOR, FEDERAL AVIATION ADMINISTRATION",department transportation; nominee; pilot program; executive branch; faa; reservations; 21st; trade commission; south dakota; durbin thank,department transportation,nominee,pilot program,executive branch,faa,reservations,21st,trade commission,south dakota,durbin thank
